Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Indrajeet,K. V. Raju,"Amitabh Bachchan, Jayapradha, Kumar Gaurav, Neelam Kothari, Saeed Jaffery","Action, Drama",1991,,,
Inspector Dhanush,"Shyam, Tulsi","Vishnuvardhan, Sangeeta Bijlani, Suresh Oberoi",,1991,,,
Iraada,Indrajit Singh,"Shatrughan Sinha, Moon Moon Sen, Om Puri",,1991,,,
Izzat,Ashok Gaikwad,"Jackie Shroff, Sangeeta Bijlani, Gulshan Grover",Action,1991,,,
Jaan Ki Kasam,Sushil Malik,"Krishna, Saathi Ganguly, Suresh Oberoi",Adventure,1991,,,
Jaan Pechaan,Kamal Saigal,"Radha Asrani, Birbal, Sudha Chandran","Comedy, Drama",1991,,,
Jeena Teri Gali Mein,Tinnu Anand,"Kavita Kapoor, Kunika, Amita Nangia",Romance,1991,,,
Jeene Ki Sazaa,Nazir Herekar,"Abhi Bhattacharya, Sudha Chandran, Anita Chopra",Drama,1991,,,
Jeevan Daata,Swaroop Kumar,"Chunky Pandey, Aditya Pancholi, Kimi Katkar",,1991,,,
Jhooti Shaan,Ranjan Bose,"Mithun Chakraborty, Poonam Dhillon, Shabana Azmi",Drama,1991,,,
Jigarwala,Swaroop Kumar,"Urmila Bhatt, Shahid Bijnori, Biswajeet",,1991,,,
Jungle Beauty,Dilip Gulati,"Joshina, Rajeev Kumar, Puneet Issar","Action, Adventure",1991,,,
Kadardaan,Kawal Sharma,Sandeep,,1991,,,
Karz Chukana Hai,Vimal Kumar,"Govinda, Juhi Chawla, Raj Kiran",Action,1991,,,
Kasba,Kumar Shahani,"Hansra, K. K. Raina, Manohar Singh",,1991,,,
Kaun Kare Kurbanie,Arjun Hingorani,"Dharmendra, Govinda, Anita Raj, Sonu Walia",Drama,1991,,,
Khilaaf,Rajeev Nagpaul,"Chunky Pandey, Madhuri Dixit","Action, Comedy, Crime, Drama, Romance",1991,,,
Khoon Ka Karz,Mukul S. Anand,"Vinod Khanna, Dimple Kapadia, Rajnikanth, Sanjay Dutt, Kimi Katkar","Action, Crime, Drama",1991,,,
Khooni Panja,Vinod Talwar,"Anil Dhawan, Jagdeep, Javed Khan",Horror,1991,,,
Khooni Raat,,"Beena Banerjee, Saahil Chadha, Huma Khan",Horror,1991,,,
Kohraam,Kuku Kohli,"Sadashiv Amrapurkar, Dharmendra, Chunky Pandey, Sonam",,1991,,,
Kurbaan,Deepak Bahry,"Sunil Dutt, Salman Khan, Ayesha Jhulka",Romance,1991,,,
Lakhpati,Jal Baliwala,Nirupa Roy,,1991,,,
Lakshmanrekha,Sunil Sikand,"Vikas Anand, Suresh Bhagwat, Sangeeta Bijlani, Pran",Drama,1991,,,
Lamhe,Yash Chopra,"Anil Kapoor, Sridevi, Waheeda Rehman, Anupam Kher","Romance, Drama",1991,,,
Love,Suresh Krissna,"Salman Khan, Revathi, Amjad Khan",Romance,1991,,,
Maa,Ajay Kashyap,"Jeetendra, Jayapradha, Aruna Irani",Drama,1991,,,
Mast Kalandar,Rahul Rawail,"Dharmendra, Dimple Kapadia, Shammi Kapoor, Anupam Kher",Action,1991,,,
Meena Bazar,,"Poonam Dasgupta, Roopali Ganguly, Om Puri",Drama,1991,,,
Meet Mere Man Ke,Mehul Kumar,"Salma Agha, Prasenjit Chatterjee, Shafi Inamdar",,1991,,,
Mehandi Ban Gai Khoon,R.S. Ghelan,"Birbal, Juhi Chawla, Jankidas",Action,1991,,,
Naamcheen,Ajit Dewani,"Ektaa Bahl, Gulshan Grover, Suhas Joshi",Crime,1991,,,
Naag Mani,V. Menon,"Sumeet Saigal, Shikha Swaroop, Alok Nath, Kiran Kumar",Fantasy,1991,,,
Nachnewala Gaanewale,Babbar Subhash,"Chandrashekhar, Raja Duggal, Saathi Ganguly, Kader Khan",,1991,,,
Narsimha,N. Chandra,"Sunny Deol, Dimple Kapadia, Urmila Matondkar",Action,1991,,,
Nazar,Mani Kaul,"A.A. Baig, Asha Dandavate, Shekhar Kapur",,1991,,,
Numbri Aadmi,Swaroop Kumar,"Ishrat Ali, Rakesh Bedi, Master Bhagwan, Kimi Katkar, Sangeeta Bijlani, Sonu Walia, Mithun Chakraborty","Action, Crime, Drama",1991,,,
Paap Ki Aandhi,Mehul Kumar,"Dharmendra, Aditya Pancholi, Farah Naaz, Amrita Singh",,1991,,,
Patthar Ke Phool,Anant Balani,"Salman Khan, Raveena Tandon, Vinod Mehra","Romance, Thriller",1991,,,
Phool Aur Kaante,Sandesh Kohli,"Ajay Devgn, Madhoo, Aruna Irani, Jagdeep, Amrish Puri",Thriller,1991,,,
Phool Bane Angaray,K.C. Bokadia,"Rekha, Rajnikanth, Prem Chopra",Action,1991,,,
Pita,Govind Nihalani,"Vimal Bhagat, Satyadev Dubey, Irfan",,1991,,,
Prahaar: The Final Attack,Nana Patekar,"Nana Patekar, Madhuri Dixit, Dimple Kapadia",Action,1991,,,
Pratigyabadh,Ravi Chopra,"Beena Banerjee, Mithun Chakraborty, Sunil Dutt, Kumar Gaurav, Neelam Kothari",,1991,,,
Pratikar,Rama Rao Tatineni,"Rakhee Gulzar, Anil Kapoor, Madhuri Dixit","Action, Crime, Drama",1991,,,
Prem Qaidi,K. Muralimohana Rao,"Karishma Kapoor, Harish Kumar, Shafi Inamdar, Paresh Rawal","Romantic, Drama",1991,,,
Pyaar Ka Saaya,Vinod Verma,"Amrita Singh, Rahul Roy, Sheeba Akashdeep",Drama,1991,,,
Pyar Bhara Dil,Chandra Barot,"Rakesh Bedi, Dinesh Hingoo, Reema Lagoo","Drama, Romance",1991,,,
Qurbani Rang Layegi,Raj N. Sippy,"Sanjay Dutt, Poonam Dhillon, Padmini Kolhapure","Drama, Family",1991,,,
Ramgarh Ke Sholay,Ajit Dewani,"Kishore Anand Bhanushali, Dinesh Hingoo, Amjad Khan","Action, Comedy, Crime, Drama, Romance",1991,,,
Ranbhoomi,Deepak Sareen,"Rishi Kapoor, Jeetendra, Dimple Kapadia, Shatrughan Sinha, Neelam Kothari","Action, Drama",1991,,,
Roohani Taaqat,Mohan Bhakri,"Jagdeep, Javed Khan, Kiran Kumar",Horror,1991,,,
Rukvamati's Mansion,Govind Nihalani,"Ila Arun, Uttara Baokar, Jyoti Subash Chandra",,1991,,,
Rupaye Dus Karod,Sikander Bharti,"Rajesh Khanna, Chunky Pandey, Amrita Singh",,1991,,,
Saajan,Lawerence D'Souza,"Sanjay Dutt, Salman Khan, Madhuri Dixit",Romance,1991,,,
Saathi,Mahesh Bhatt,"Aditya Pancholi, Mohsin Khan, Varsha Usgaonkar","Action, Romance",1991,,,
Sadak,Mahesh Bhatt,"Sanjay Dutt, Pooja Bhatt, Deepak Tijori, Neelima Azeem",Romance,1991,,,
Sanam Bewafa,Saawan Kumar Tak,"Salman Khan, Chandni, Kanchan, Pran, Danny Denzongpa",,1991,,,
Sapnon Ka Mandir,Pradip Jain,"Jeetendra, Jayapradha","Action, Crime, Drama, Family",1991,,,
Sau Crore,Dev Anand,"Dev Anand, Sonika Gill, Vikram Gokhale",,1991,,,
Saudagar,Subhash Ghai,"Raaj Kumar, Dilip Kumar, Manisha Koirala, Amrish Puri","Romance, Drama",1991,,,
Saugandh,Raj N. Sippy,"Akshay Kumar, Raakhee Gulzar, Rupali Ganguly","Action, Family",1991,,,
Shankara,Sudarshan Nag,"Alpana, Sunny Deol, Sulabha Deshpande",,1991,,,
Shikari: The Hunter,Umesh Mehra,"Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar",Action,1991,,,
Shiv Ram,Jagdish A. Sharma,"Jeetendra, Aditya Pancholi, Sadashiv Amrapurkar",,1991,,,
Swarg Jaisaa Ghar,Swaroop Kumar,"Raj Babbar, Sumeet Saigal, Aashif Sheikh",,1991,,,
Swarg Yahan Narak Yahan,Vimal Kumar,"Mithun Chakraborty, Shilpa Shirodkar, Sumalatha","Action, Comedy, Drama, Crime",1991,,,
Swayam,Mahesh Bhatt,"Waheeda Rehman, Paresh Rawal",,1991,,,
The Magnificent Guardian,"Shyam Ramsay, Tulsi Ramsay","Shagufta Ali, Beena Banerjee, Hemant Birje",,1991,,,
Trinetra,Harry Baweja,"Mithun Chakraborty, Dharmendra, Deepa Sahi, Shilpa Shirodkar",Action,1991,,,
Vishkanya,Jagmohan Mundra,"Kunal Goswami, Pooja Bedi, Kabir Bedi",Action,1991,,,
Vishnu-Devaa,K. Pappu,"Sunny Deol, Aditya Pancholi, Neelam Kothari",,1991,,,
Yaara Dildara,Mirza Brothers,"Aashif Sheikh, Ruchika Pandey, Amjad Khan","Romance, Drama",1991,,,
Yeh Aag Kab Bujhegi,Sunil Dutt,"Sunil Dutt, Rekha, Kabir Bedi",Drama,1991,,,
Zaher,Jyoti Swaroop,"Arjun, Iqbal Durrani, Alka Kubal",,1991,,,
Beta,Indra Kumar,"Anil Kapoor, Madhuri Dixit, Aruna Irani",,1992,,,
Deewana,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",,1992,,,
Khuda Gawah,Mukul Anand,"Amitabh Bachchan, Nagarjuna, Sridevi, Danny, Kiran Kumar",,1992,,,
Shola Aur Shabnam,David Dhawan,"Govinda, Divya Bharti, Anupam Kher",,1992,,,
Tahalka,Anil Sharma,"Dharmendra, Naseeruddin Shah, Aditya Pancholi, Javed Jaffrey, Amrish Puri",,1992,,,
Yaad Rakhegi Duniya,Deepak Anand,"Aditya Pancholi, Rukhsar Rehman",Romance,1992,,,
Vishwatma,Rajiv Rai,"Naseeruddin Shah, Sunny Deol, Chunky Pandey, Divya Bharti, Sonam, Jyotsna Singh, Amrish Puri, Gulshan Grover, Raza Murad",Action,1992,,,
Vansh,Pappu Verma,"Siddharth Ray, Sudesh Berry, Ekta Sohini, Anupam Kher",Action,1992,,,
Dil Ka Kya Kasoor,Lawrence D'Souza,"Divya Bharti, Prithvi, Suresh Oberoi, Manjeet Kullar, Laxmikant Berde",Romance,1992,,,
Insaaf Ki Devi,S. A. Chandrashekhar,"Jeetendra, Rekha, Shakti Kapoor, Kader Khan",Action,1992,,,
Shola Aur Shabnam,David Dhawan,"Govinda, Divya Bharti, Anupam Kher, Gulshan Grover, Mohnish Behl, Bindu, Alok Nath, Reema Lagoo, Guddi Maruti","Comedy, Action",1992,,,
Raat,Ram Gopal Verma,"Revathi, Rohini Hattangadi",Horror,1992,,,
Mere Sajana Saath Nibhana,Rajesh Vakil,"Mithun Chakraborty, Juhi Chawla, Shantipriya, Prem Chopra",Drama,1992,,,
Meera Ka Mohan,K. Ravi Shankar,"Avinash Wadhawan, Ashwini Bhave, Pran",Romance,1992,,,
Panaah,Krishnakant Pandya,"Naseeruddin Shah, Siddharth Ray, Pallavi Joshi, Kiran Kumar",Drama,1992,,,
Suryavanshi,Rakesh Kumar[disambiguation needed],"Salman Khan, Sheeba Akashdeep, Amrita Singh",Drama,1992,,,
Current,K. Hariharan,"Om Puri, Deepti Naval, Shriram Lagoo, Savita Prabhune",Drama,1992,,,
I Love You,T. L. V. Prasad,"Prashanth, Tanuja, Reema Lagoo",Romance,1992,,,
Adharm,Aziz Sejawal,"Sanjay Dutt, Shatrughan Sinha, Anita Raj, Shabana Azmi",Action,1992,,,
Jaan Tere Naam,Deepak Balraj Vij,"Rohit Roy, Farheen",Romance,1992,,,
Sahebzaade,Ajay Kashyap,"Sanjay Dutt, Aditya Pancholi, Neelam Kothari, Gulshan Grover","Action, Romance",1992,,,
Qaid Mein Hai Bulbul,Ravindra Peepat,"Bhagyashree, Himalaya, Gulshan Grover, Reema Lagoo",Romance,1992,,,
Yudhpath,Ravi Ravan,"Siddharth Ray, Sudesh Berry, Mohnish Behl, Ekta Sohini",Action,1992,,,
Ganga Ka Vachan,,"Siddharth Ray, Upasana Singh",Action,1992,,,
Beta,Inder Kumar,"Anil Kapoor, Madhuri Dixit, Aruna Irani, Anupam Kher",Drama,1992,,,
Virodhi,Rajkumar Kohli,"Dharmendra, Armaan Kohli, Sunil Dutt, Anita Raj, Harsha Mehra",Action,1992,,,
Sarphira,Ashok Gaekwad,"Sanjay Dutt, Sumeet Saigal, Kimi Katkar, Madhavi,",Action,1992,,,
Saatwan Aasman,Mahesh Bhatt,"Pooja Bhatt, Vivek Mushran, Shekhar Kapur, Tanvi Azmi",Romance,1992,,,
Mr Bond,Raj N. Sippy,"Akshay Kumar, Sheeba Akashdeep, Pankaj Dheer, Laxmikant Berde",Action,1992,,,
Ghazab Tamasha,Ranjeet,"Rahul Roy, Anu Agarwal","Romance, Comedy",1992,,,
Khuda Gawah,Mukul S. Anand,"Amitabh Bachchan, Sridevi, Nagarjuna, Shilpa Shirodkar, Kiran Kumar, Danny Denzongpa",Drama,1992,,,
Inteha Pyar Ki,J. K. Bihari,"Rishi Kapoor, Rukhsar Rehman","Romance, Drama",1992,,,
Zindagi Ek Juaa,Prakash Mehra,"Anil Kapoor, Madhuri Dixit, Anupam Kher, Amrish Puri, Suresh Oberoi, Shakti Kapoor","Crime, Drama",1992,,,
Jai Kaali,Nikhil Saini,"Jeetendra, Hema Malini, Saeed Jaffrey","Horror, Thriller",1992,,,
Jo Jeeta Wohi Sikander,Mansoor Khan,"Aamir Khan, Ayesha Julka, Deepak Tijori, Pooja Bedi","Sport, Drama",1992,,,
Jaan Se Pyaara,Anand,"Govinda, Divya Bharti, Kiran Kumar, Aruna Irani","Action, Drama",1992,,,
Humlaa,N. Chandra,"Dharmendra, Anil Kapoor, Meenakshi Sheshadri, Kimi Katkar","Action, Drama",1992,,,
Tyagi,K. C. Bokadia,"Rajnikant, Jaya Prada, Bhagyashree, Himalaya","Action, Drama",1992,,,
Khiladi,Abbas Mustan,"Akshay Kumar, Ayesha Julka, Deepak Tijori","Musical, Thriller",1992,,,
Police Officer,Ashok Gaikwad,"Jackie Shroff, Karisma Kapoor, Deepak Tijori","Action, Drama",1992,,,
Prem Deewane,Sachin,"Jackie Shroff, Pooja Bhatt, Madhuri Dixit, Vivek Mushran",Romance,1992,,,
Laat Saab,Sunil Agnihotri,"Jackie Shroff, Neelam Kothari, Mohsin Khan",Suspense,1992,,,
Ek Ladka Ek Ladki,Vijay Sadanah,"Salman Khan, Neelam Kothari","Romance, Drama",1992,,,
Kasak,K. Bapaiah,"Rishi Kapoor, Neelam Kothari, Chunky Pandey","Romance, Drama",1992,,,
Deewana,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shahrukh Khan","Romance, Drama",1992,,,
,,,,1992,,,
Jaagruti,Suresh Krissna,"Salman Khan, Karisma Kapoor","Action, Drama",1992,,,
Parda Hai Parda,K. Bapaiah,"Chunky Pandey, Meena",Drama,1992,,,
Chamatkar,Rajiv Mehra,"Naseeruddin Shah, Shahrukh Khan, Urmila Matondkar",Comedy,1992,,,
Aaj Ka Goonda Raj,Ravi Raja Pinisetty,"Chiranjeevi, Meenakshi Seshadri, Raj Babbar","Crime, Action",1992,,,
Honeymoon,Surendra Menon,"Rishi Kapoor, Varsha Usgaonkar, Ashwini Bhave",Romance,1992,,,
Mashooq,Mirza Brothers,"Ayesha Julka, Ayub Khan",Romance,1992,,,
Payal,Mahendra Shah,"Bhagyashree, Himalaya",Romance,1992,,,
Zulm Ki Hukumat,Bharat Rangachary,"Dharmendra, Moushmi Chatterji, Govinda, Kimi Katkar",Action,1992,,,
Nishchaiy,Esmayeel Shroff,"Salman Khan, Vinod Khanna, Karisma Kapoor, Moushmi Chatterji",Romance,1992,,,
Sapne Sajan Ke,Lawrence D'Souza,"Jackie Shroff, Rahul Roy, Karisma Kapoor, Gulshan Grover","Musical, Romance",1992,,,
Police Aur Mujrim,K. C. Bokadia,"Raaj Kumar, Vinod Khanna, Meenakshi Seshadri, Nagma, Avinash Wadhawan","Crime, Drama",1992,,,
Bekhudi,Rahul Rawail,"Kajol, Kamal Sadanah, Ajay Mankotia, Tanuja","Musical, Romance",1992,,,
Humshakal,Kalpataru,"Vinod Khanna, Meenakshi Seshadri, Nagma, Avinash Wadhawan","Crime, Drama",1992,,,
Radha Ka Sangam,Kirti Kumar,"Govinda, Juhi Chawla",Romance,1992,,,
Tahalka,Anil Sharma,"Dharmendra, Naseeruddin Shah, Aditya Pancholi, Javed Jaffrey, Ekta Sohini, Pallavi Joshi, Shikha Swaroop, Sonu Walia",Action,1992,,,
Khel,Rakesh Roshan,"Anil Kapoor, Madhuri Dixit, Sonu Walia","Comedy, Drama",1992,,,
Deedar,Pramod Chakravorty,"Akshay Kumar, Karisma Kapoor, Anupam Kher","Romance, Drama",1992,,,
Mehboob Mere Mehboob,Gurdeep Singh,"Sujoy Mukherjee, Pratibha Sinha, Mohnish Bahl, Gulshan Grover",Romance,1992,,,
Bol Radha Bol,David Dhawan,"Rishi Kapoor, Juhi Chawla, Mohnish Bahl","Romance, Comedy",1992,,,
Kal Ki Awaz,Ravi Chopra,"Dharmendra, Amrita Singh, Pratibha Sinha, Raj Babbar",Social Drama,1992,,,
Jeena Marna Tere Sang,Vijay Reddy,"Sanjay Dutt, Raveena Tandon",Action,1992,,,
Isi Ka Naam Zindagi,Kalidas,"Aamir Khan, Farha Naaz, Pran",Comedy,1992,,,
Heer Ranjha,Harmesh Malhotra,"Anil Kapoor, Sridevi, Pran",Romance,1992,,,
Aasman Se Gira,Pankaj Parashar,"Raghubir Yadav, Kalpana Iyer, Anil Kapoor, Sridevi",Fantasy,1992,,,
Angaar,Shashilal K. Nair,"Jackie Shroff, Dimple Kapadia, Nana Patekar, Om Puri, Kader Khan, Mazhar Khan",Romance,1992,,,
Bewaffa Se Waffa,Saawan Kumar Tak,"Juhi Chawla, Vivek Mushran, Nagma","Romance, Drama",1992,,,
Balwaan,Deepak Anand,"Divya Bharti, Sunil Shetty, Danny Denzongpa",Action,1992,,,
Waqt Ka Badshah,Manmohan,"Akash Deep, Moon Moon Sen",Action,1992,,,
Junoon,Vijay Sadanah,"Pooja Bhatt, Rahul Roy","Romance, Musical",1992,,,
Sangeet,K. Vishwanath,"Jackie Shroff, Madhuri Dixit","Romance, Drama",1992,,,
Dilwale Kabhi Na Hare,C. Menon,"Rahul Roy, Nagma, Prithvi, Varsha Usgaonkar","Romance, Drama",1992,,,
,,,,1992,,,
Dushman Zamana,Jagdish A. Sharma,"Divya Bharti, Armaan Kohli, Paresh Rawal",Romance,1992,,,
Suraj Ka Satvan Ghoda,Shyam Benegal,"Rajit Kapur, Amrish Puri, Neena Gupta, Rajeshwari Sachdev, Pallavi Joshi",Drama,1992,,,
Drohi,Ram Gopal Varma,"Nagarjuna, Urmila Matondkar, Danny Denzongpa","Crime, Thriller",1992,,,
Yalgaar,Feroz Khan,"Sanjay Dutt, Feroz Khan, Manisha Koirala, Nagma, Mukesh Khanna",Action,1992,,,
Jigar,Farogue Siddique,"Ajay Devgn, Karisma Kapoor","Action, Musical",1992,,,
Muskurahat,Priyadarshan,"Revathi, Jay Mehra, Amrish Puri","Comedy, Romance",1992,,,
Apradhi,K. Ravi Shankar,"Anil Kapoor, Vijayshanti, Chunky Pandey, Shilpa Shirodkar","Crime, Action",1992,,,
Baaz,S. Subhash,"Govinda, Sonam","Crime, Action",1992,,,
Ghar Jamai,Arun Bhatt,"Mithun Chakraborty, Varsha Usgaonkar",Drama,1992,,,
Raju Ban Gaya Gentleman,Aziz Mirza,"Juhi Chawla, Shahrukh Khan, Amrita Singh, Nana Patekar","Romance, Drama",1992,,,
Geet,Parto Ghosh,"Divya Bharti, Avinash Wadhawan, Shakti Kapoor","Romance, Drama",1992,,,
Jaanam,Vikram Bhatt,"Pooja Bhatt, Rahul Roy",Romance,1992,,,
Umar 55 Ki Dil Bachpan Ka,Ajay Mehra,"Chandni, Akshay Anand, Kader Khan",Comedy,1992,,,
Dil Aashna Hai,Hema Malini,"Divya Bharti, Dimple Kapadia, Shahrukh Khan, Amrita Singh, Sonu Walia, Jeetendra, Farida Jalal, Kabir Bedi, Mithun Chakraborty, Raza Murad",Drama,1992,,,
Khule-Aam,Arun Dutt,"Dharmendra, Neelam Kothari, Chunky Pandey",Action,1992,,,
15 August,Vicky Ranawat,"Ronit Roy, Tisca Chopra, Prem Chopra, Saeed Jaffrey",,1993,,,
Aadmi,Arshad Khan,"Mithun Chakraborty, Gauthami","Action, Crime, Drama, Romance",1993,,,
Aadmi Khilona Hai,J. Om Prakash,"Jeetendra, Reena Roy, Govinda, Meenakshi Seshadri","Drama, Romance",1993,,,
Aag Ka Toofan,Kanti Mehta,"Shashi Kapoor, Dharmendra, Farheen, Ravi Kishen",,1993,,,
Aaina,Deepak Sareen,"Jackie Shroff, Juhi Chawla, Amrita Singh",Romance,1993,,,
Aaja Meri Jaan,Ketan Anand,"Kishen Kumar, Tanya Singh, Shammi Kapoor, Pran",Romance,1993,,,
Aakhri Chetawani,Deva Dutta,"Sadashiv Amrapurkar, Raj Babbar, Shakti Kapoor",,1993,,,
Andhaa Inteqaam,Swaroop Kumar,"Siddharth[disambiguation needed], Shanti Priya, Ronit Roy",Action,1993,,,
Aankhen,David Dhawan,"Govinda, Chunky Pandey, Ritu Shivpuri, Shilpa Shirodkar",Comedy,1993,,,
Aashiq Awara,Umesh Mehra,"Saif Ali Khan, Mamta Kulkarni",Romance,1993,,,
Aasoo Bane Angaarey,Mehul Kumar,"Bindu, Jeetendra, Madhuri Dixit",Drama,1993,,,
Anari,K. Muralimohana Rao,"Karisma Kapoor, Daggubati Venkatesh",,1993,,,
Andha Insaaf,,Divya Bharti,,1993,,,
Anmol,Ketan Desai,"Rishi Kapoor, Manisha Koirala",,1993,,,
Antim Nyay,Sukhwant Dhadda,"Arun Bakshi, C.S. Dubey, Sundeep Kashyap",,1993,,,
Ashaant,Kavita Ramsay,"Akshay Kumar, Ashwini Bhave, Dr. Vishnuvardhan, Pankaj Dheer, Mamta Kulkarni",,1993,,,
Aulad Ke Dushman,Rajkumar Kohli,"Raj Babbar, Ayesha Jhulka, Armaan Kohli, Kanchan",Drama,1993,,,
Baaghi Sultana,R. Thakur,"Puneet Issar, Shakti Kapoor, Arif Khan",,1993,,,
Baazigar,Abbas-Mustan,"Shah Rukh Khan, Kajol, Shilpa Shetty, Johnny Lever, Rakhee Gulzar",Thriller,1993,,,
Badi Bahen,Kalpataru,"Asrani, Raj Babbar, Chandrashekhar",,1993,,,
Balmaa,Lawrence D'Souza,"Saeed Jaffrey, Ayesha Jhulka, Anjana Mumtaz",Romance,1993,,,
Bechain,Kawal Sharma,"Sidhant Salaria, Malvika Tiwari, Raza Murad",,1993,,,
Bedardi,Krishnakant Pandya,"Ajay Devgn, Urmila Matondkar, Reena Roy","Action, Crime",1993,,,
Bhagyawan,S.K. Subash,"Govinda, Juhi Chawla, Pran, Asha Parekh, Aruna Irani, Ranjeet",,1993,,,
Bhaji on the Beach,Gurinder Chadha,"Kim Vithana, Jimmi Harkishin, Sarita Khajuria",Comedy,1993,,,
Bhookamp,Gautam Adhikari,"Jeetendra, Mohan Joshi, Mamta Kulkarni","Action, Drama, Family, Romance",1993,,,
Bomb Blast,Deepak Balraj Vij,"Ronit Roy, Aditya Pancholi, Kishori Shahane",,1993,,,
Boy Friend,Ramesh U. Lakhiani,"Sheeba, Ravi Behl, Kiran Kumar",Romance,1993,,,
Chahoonga Main Tujhe,Kamal,Harish Patel,,1993,,,
Chandra Mukhi,Debaloy Dey,"Salman Khan, Sridevi, Pran",,1993,,,
Chooriyan,Sai Paranjape,,,1993,,,
Chor Aur Chaand,Pavan Kaul,"Aditya Pancholi, Pooja Bhatt, Aruna Irani",,1993,,,
Dalaal,Partho Ghosh,"Mithun Chakraborty, Ayesha Jhulka, Ravi Behl, Indrani Banerjee, Shakti Kapoor","Drama, Family",1993,,,
Damini – Lightning,Rajkumar Santoshi,"Meenakshi Seshadri, Sunny Deol, Rishi Kapoor",Drama,1993,,,
Darr,Yash Chopra,"Sunny Deol, Juhi Chawla, Shah Rukh Khan, Anupam Kher",Thriller,1993,,,
Dhanwaan,K. Vishwanath,"Ajay Devgn, Karishma Kapoor, Manisha Koirala","Romance, Drama",1993,,,
Dhartiputra,Iqbal Durrani,"Jaya Pradha, Rishi Kapoor",,1993,,,
Dil Hai Betaab,K. C. Bokadia,"Ajay Devgn, Vivek Mushran, Pratibha Sinha",Romance,1993,,,
Dil Ki Baazi,Anil Ganguly,"Akshay Kumar, Ayesha Jhulka",,1993,,,
Dil Tera Aashiq,Lawrence d'Souza,"Salman Khan, Madhuri Dixit","Romance, Comedy",1993,,,
Divya Shakti,Sameer Malkan,"Ajay Devgn, Raveena Tandon",Action,1993,,,
Dosti Ki Saugandh,Mohanji Prasad,"Shakti Kapoor, Shammi Kapoor, Kader Khan, Pran",,1993,,,
Ek Hi Raasta,Deepak Bahry,"Ajay Devgn, Raveena Tandon","Action, Adventure, Family, Thriller",1993,,,
Game,,"Naseeruddin Shah, Aditya Pancholi, Rahul Roy, Sangeeta Bijlani","Action, Crime, Drama",1993,,,
Gardish,Priyadarshan,"Jackie Shroff, Raj Babbar, Dimple Kapadia, Annu Kapoor","Crime, Drama",1993,,,
Geetanjali,Shakti Samanta,"Jeetendra, Rekha, Vijay Arora",Drama,1993,,,
Ghar Aaya Mera Pardesi,Ravindra Peepat,"Bhagyashree, Vikram Gokhale, Gulshan Grover","Action, Drama, Romance",1993,,,
Ghar Ki Laaj,Kalpataru,,,1993,,,
Gumrah,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher","Action, Crime, Drama, Thriller",1993,,,
Gunaah,Mahesh Bhatt,"Sunny Deol, Dimple Kapadia, Sumeet Saigal",,1993,,,
Gurudev,Vinod Mehra,"Rishi Kapoor, Sridevi, Anil Kapoor, Pran",Romance,1993,,,
Hasti,,"Jackie Shroff, Naseeruddin Shah, Nagma",Action,1993,,,
Hum Hain Kamaal Ke,Vijay Reddy,"Sheeba, Sujoy Mukherjee, Kader Khan","Action, Comedy, Crime, Drama",1993,,,
Hum Hain Rahi Pyar Ke,Mahesh Bhatt,"Aamir Khan, Juhi Chawla",Romance,1993,,,
In Custody,Ismail Merchant,"Om Puri, Shashi Kapoor",,1993,,,
Insaniyat Ke Devta,K. C. Bokadia,"Vikas Anand, Rakesh Bedi, Rita Bhaduri","Action, Crime, Drama, Romance",1993,,,
Izzat Ki Roti,K. Pappu,"Urmila Bhatt, Birbal, Juhi Chawla","Drama, Family",1993,,,
Jeevan Ki Shatranj,S.A. Chandrashekhar,"Mithun Chakraborty, Farah Naaz","Action, Crime, Drama, Romance",1993,,,
Kala Coat,Mehmood Khan,"Tom Alter, Master Bhagwan, Khalil Bhukhari","Action, Crime, Drama, Romance",1993,,,
Kasam Teri Kasam,Raman Kumar,"Krishna Kumar, Kanchan, Kunika",Romance,1993,,,
Kayda Kanoon,Pradeep Mani,"Akshay Kumar, Shikha Swaroop",,1993,,,
Khal-Naaikaa,,"Jeetendra, Jaya Pradha, Anu Agrawal","Crime, Drama, Thriller",1993,,,
Khalnayak,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Rakhee Gulzar","Action, Drama",1993,,,
Khoon Ka Sindoor,Amrish Sehgal,"Siddharth[disambiguation needed], Upasna Singh, Kunika",,1993,,,
King Uncle,Rakesh Roshan,"Jackie Shroff, Shah Rukh Khan, Niveditha Saraf",Drama,1993,,,
Kohraa,Partho Ghosh,"Arman Kohli, Ayesha Jhulka, Pran","Mystery, Thriller",1993,,,
Krishan Avtaar,Ashok Gaikwad,"Mithun Chakraborty, Somy Ali, Hashmat Khan",Action,1993,,,
Kshatriya,J. P. Dutta,"Sunil Dutt, Dharmendra, Vinod Khanna, Sanjay Dutt, Sunny Deol",Action,1993,,,
Kundan,K. C. Bokadia,"Dharmendra, Jaya Pradha, Amrish Puri",Drama,1993,,,
